image_name,good,crack,corrossion
image_151.jpg,0.66,0.0,0.33
image_152.jpg,0.66,0.0,0.33
image_153.jpg,0.0,1.0,0.0
image_154.jpg,1.0,0.0,0.0
image_155.jpg,0.66,0.0,0.66
image_156.jpg,0.66,0.0,0.33
image_157.jpg,0.0,0.0,1.0
image_158.jpg,0.0,0.0,0.66
image_159.jpg,0.0,0.0,1.0
image_160.jpg,0.0,0.0,1.0
image_161.jpg,0.66,1.0,0.0
image_162.jpg,1.0,0.0,0.0
image_163.jpg,0.33,0.0,0.66
image_165.jpg,0.33,0.66,0.0
image_167.jpg,0.33,1.0,0.0
image_168.jpg,0.33,0.66,0.0
image_169.jpg,0.0,0.0,1.0
image_170.jpg,0.66,0.0,0.33
image_171.jpg,0.33,0.66,0.0
image_172.jpg,0.0,1.0,0.0
image_173.jpg,1.0,0.0,0.0
image_175.jpg,0.66,0.0,0.66
image_177.jpg,0.66,0.0,0.33
image_178.jpg,0.0,0.0,1.0
image_181.jpg,0.66,0.33,0.0
image_182.jpg,1.0,0.0,0.0
image_184.jpg,0.0,1.0,0.0
image_186.jpg,0.66,0.0,0.33
image_187.jpg,0.33,0.66,0.0
image_188.jpg,0.66,0.33,0.0
image_189.jpg,0.33,0.66,0.0
image_190.jpg,0.66,0.0,0.66
image_191.jpg,0.66,0.0,0.0
image_192.jpg,0.66,0.0,0.33
image_194.jpg,0.66,0.33,0.0
image_195.jpg,0.0,0.0,1.0
image_196.jpg,0.66,0.0,0.33
image_197.jpg,0.66,0.0,0.33
image_198.jpg,0.33,0.0,0.0
image_199.jpg,0.0,0.0,1.0
image_201.jpg,0.33,0.0,0.66
image_203.jpg,0.33,0.66,0.0
image_204.jpg,0.66,0.0,0.33
image_207.jpg,0.66,0.0,0.33
image_208.jpg,0.66,0.0,0.33
image_210.jpg,1.0,0.33,0.0
image_211.jpg,0.33,0.33,0.66
image_212.jpg,0.0,0.0,1.0
image_214.jpg,0.66,0.0,0.66
image_217.jpg,0.0,0.0,0.66
image_218.jpg,0.66,0.33,0.0
image_219.jpg,0.33,0.0,0.66
image_221.jpg,1.0,0.0,0.0
image_224.jpg,0.33,0.0,0.66
image_225.jpg,0.66,0.33,0.0
image_226.jpg,0.66,0.0,0.33
image_227.jpg,1.0,0.0,0.0
image_228.jpg,0.0,0.0,1.0
image_230.jpg,0.33,0.66,0.0
image_231.jpg,1.0,0.33,0.0
image_232.jpg,0.0,0.0,1.0
image_233.jpg,0.0,0.0,1.0
image_234.jpg,0.0,0.0,1.0
image_236.jpg,0.33,0.0,0.66
image_238.jpg,0.66,0.0,0.66
image_240.jpg,0.33,0.0,0.66
image_241.jpg,1.0,0.0,0.0
image_242.jpg,0.33,0.0,0.66
image_245.jpg,0.0,0.0,1.0
image_246.jpg,1.0,0.0,0.0
image_247.jpg,1.0,0.0,0.0
image_248.jpg,0.33,1.0,0.0
image_249.jpg,0.66,0.0,0.66
image_251.jpg,0.0,0.0,1.0
image_252.jpg,1.0,0.0,0.0
image_253.jpg,0.66,0.0,0.33
image_254.jpg,1.0,0.0,0.0
image_255.jpg,0.66,0.33,0.0
image_258.jpg,0.33,0.66,0.0
image_260.jpg,1.0,0.0,0.0
image_261.jpg,0.0,0.0,1.0
image_262.jpg,0.66,0.33,0.0
image_263.jpg,0.66,0.0,0.33
image_264.jpg,0.66,0.0,0.33
image_266.jpg,0.0,0.0,1.0
image_268.jpg,0.66,0.0,0.33
image_269.jpg,0.66,0.0,0.66
image_271.jpg,1.0,0.0,0.0
image_272.jpg,0.0,0.0,1.0
image_273.jpg,0.66,0.33,0.0
image_274.jpg,0.0,1.0,0.0
image_277.jpg,1.0,0.33,0.33
image_282.jpg,1.0,0.0,0.0
image_283.jpg,0.66,0.33,0.0
image_285.jpg,0.0,1.0,0.0
image_286.jpg,0.66,0.0,0.33
image_288.jpg,0.0,0.0,1.0
image_290.jpg,0.33,0.0,0.66
image_291.jpg,0.66,0.0,0.66
image_293.jpg,1.0,0.0,0.0
image_294.jpg,0.66,0.0,0.66
image_295.jpg,1.0,0.33,0.0
image_296.jpg,1.0,0.0,0.33
image_298.jpg,0.0,0.0,1.0
image_299.jpg,1.0,0.0,0.0
image_300.jpg,0.0,1.0,0.0
image_301.jpg,0.33,0.0,1.0
image_302.jpg,0.66,0.66,0.0
image_304.jpg,0.0,1.0,0.0
image_305.jpg,0.0,0.0,1.0
image_306.jpg,0.0,0.0,1.0
image_307.jpg,0.33,0.0,0.66
image_308.jpg,0.66,0.0,0.66
image_309.jpg,0.0,1.0,0.0
image_310.jpg,0.33,0.33,0.66
image_313.jpg,0.33,0.0,0.0
image_316.jpg,0.0,0.0,1.0
image_317.jpg,0.33,0.0,0.33
image_318.jpg,1.0,0.0,0.0
image_319.jpg,0.0,1.0,0.0
image_320.jpg,1.0,0.0,0.0
image_321.jpg,0.0,1.0,0.0
image_323.jpg,0.0,1.0,0.0
image_324.jpg,0.66,0.33,0.0
image_326.jpg,0.0,1.0,0.0
image_328.jpg,0.66,0.0,0.33
image_329.jpg,0.0,1.0,0.0
image_331.jpg,0.33,1.0,0.0
image_332.jpg,0.0,0.0,1.0
image_333.jpg,0.66,0.0,0.33
image_334.jpg,0.66,0.0,0.33
image_337.jpg,0.33,1.0,0.0
image_338.jpg,0.33,1.0,0.0
image_339.jpg,0.66,0.33,0.0
image_343.jpg,0.66,0.0,0.33
image_344.jpg,0.0,0.0,1.0
image_347.jpg,1.0,0.0,0.0
image_349.jpg,0.0,0.0,0.66
image_352.jpg,1.0,0.0,0.0
image_353.jpg,0.0,0.0,1.0
image_354.jpg,1.0,0.0,0.33
image_355.jpg,0.0,0.0,1.0
image_356.jpg,0.0,1.0,0.0
image_357.jpg,0.66,0.66,0.0
image_358.jpg,0.66,0.0,0.33
image_359.jpg,0.66,0.0,0.0
image_360.jpg,0.0,1.0,0.0
image_361.jpg,0.66,0.0,0.33
image_362.jpg,0.0,0.0,0.66
image_364.jpg,0.66,0.0,0.33
image_365.jpg,1.0,0.33,0.0
image_366.jpg,0.0,1.0,0.0
image_370.jpg,0.66,0.33,0.0
image_371.jpg,0.33,1.0,0.0
image_373.jpg,1.0,0.0,0.0
image_375.jpg,1.0,1.0,0.0
image_376.jpg,0.0,0.33,0.0
image_378.jpg,1.0,0.0,0.0
image_380.jpg,0.66,0.0,0.33
image_385.jpg,0.0,0.0,1.0
image_388.jpg,1.0,0.0,0.0
image_391.jpg,1.0,0.33,0.0
image_392.jpg,0.0,1.0,0.0
image_395.jpg,0.0,1.0,0.0
image_396.jpg,1.0,0.0,0.0
image_401.jpg,0.0,1.0,0.0
image_404.jpg,0.0,1.0,0.0
image_405.jpg,0.66,0.0,0.33
image_407.jpg,0.66,0.0,0.33
image_408.jpg,0.66,0.0,0.33
image_409.jpg,0.0,1.0,0.0
image_410.jpg,0.66,0.33,0.0
image_411.jpg,1.0,0.0,0.0
image_412.jpg,0.0,0.0,0.66
image_415.jpg,1.0,0.0,0.0
image_416.jpg,0.66,0.0,0.33
image_418.jpg,0.0,0.0,1.0
image_419.jpg,0.66,0.0,0.33
image_420.jpg,0.33,0.0,0.33
image_422.jpg,0.66,0.0,0.33
image_425.jpg,0.33,0.0,0.66
image_426.jpg,0.33,0.66,0.0
image_428.jpg,0.0,0.0,0.33
image_429.jpg,0.0,0.33,0.0
image_433.jpg,0.33,0.0,0.66
image_434.jpg,0.0,1.0,0.0
image_435.jpg,0.0,0.0,1.0
image_437.jpg,1.0,0.0,0.0
image_440.jpg,1.0,0.0,0.0
image_441.jpg,0.33,0.66,0.0
image_442.jpg,0.66,0.0,0.33
image_443.jpg,0.0,0.0,1.0
image_446.jpg,0.0,0.0,1.0
image_447.jpg,0.33,0.0,0.33
image_448.jpg,0.0,1.0,0.0
image_449.jpg,1.0,0.0,0.0
image_450.jpg,1.0,0.0,0.0
image_451.jpg,0.0,1.0,0.0
image_453.jpg,0.0,0.0,1.0
image_454.jpg,0.0,0.0,1.0
image_458.jpg,0.66,0.33,0.0
image_460.jpg,0.0,0.0,0.0
image_461.jpg,1.0,0.0,0.0
image_463.jpg,0.66,0.0,0.33
image_464.jpg,0.0,0.66,0.0
image_465.jpg,1.0,0.0,0.0
image_468.jpg,1.0,0.0,0.0
image_470.jpg,0.66,0.33,0.0
image_472.jpg,0.66,0.0,0.33
image_473.jpg,0.66,0.0,0.33
image_474.jpg,0.0,1.0,0.0
image_475.jpg,0.66,0.0,0.33
image_477.jpg,0.0,1.0,0.0
image_478.jpg,0.0,0.0,1.0
image_479.jpg,0.33,0.66,0.0
image_480.jpg,1.0,0.0,0.0
image_482.jpg,0.66,0.0,0.33
image_483.jpg,1.0,0.0,0.0
image_484.jpg,1.0,0.0,0.0
image_485.jpg,0.66,0.0,0.33
image_486.jpg,0.66,0.0,0.0
image_487.jpg,1.0,0.0,0.0
image_489.jpg,0.66,0.0,0.33
image_492.jpg,1.0,0.33,0.0
image_493.jpg,0.33,0.66,0.0
image_494.jpg,0.66,0.0,0.33
image_496.jpg,0.33,0.0,0.66
image_497.jpg,0.66,0.33,0.0
image_499.jpg,1.0,0.33,0.0
image_500.jpg,0.33,0.0,0.0
image_501.jpg,1.0,0.33,0.0
image_502.jpg,1.0,0.33,0.0
image_503.jpg,0.66,0.0,0.33
image_505.jpg,0.0,0.0,1.0
image_506.jpg,0.0,1.0,0.0
image_507.jpg,0.0,0.0,1.0
image_508.jpg,0.0,1.0,0.0
image_509.jpg,1.0,0.33,0.0
image_510.jpg,0.0,1.0,0.0
image_511.jpg,0.66,0.33,0.0
image_512.jpg,0.0,0.0,1.0
image_514.jpg,0.0,0.0,0.66
image_515.jpg,0.33,0.33,0.0
image_516.jpg,0.0,0.0,1.0
image_517.jpg,1.0,0.0,0.0
image_518.jpg,0.0,1.0,0.0
image_519.jpg,0.33,0.0,0.33
image_520.jpg,0.0,1.0,0.0
image_522.jpg,0.33,0.0,0.66
image_525.jpg,0.33,0.0,0.66
image_528.jpg,0.33,0.0,0.66
image_530.jpg,0.66,0.0,0.66
image_531.jpg,0.66,0.0,0.33
image_536.jpg,0.0,1.0,0.0
image_537.jpg,1.0,0.0,0.0
image_538.jpg,0.66,0.0,0.33
image_539.jpg,0.33,0.0,0.33
image_541.jpg,0.66,0.0,0.33
image_542.jpg,0.0,0.0,1.0
image_547.jpg,0.33,0.66,0.0
image_548.jpg,0.66,0.33,0.0
image_549.jpg,0.0,1.0,0.0
image_550.jpg,0.33,1.0,0.0
image_552.jpg,1.0,0.0,0.33
image_553.jpg,0.66,0.0,0.66
image_554.jpg,0.33,1.0,0.0
image_555.jpg,0.0,1.0,0.0
image_557.jpg,0.0,0.0,0.66
image_558.jpg,0.33,0.0,0.66
image_559.jpg,0.33,0.0,0.66
image_561.jpg,0.66,0.0,0.33
image_562.jpg,0.66,0.33,0.0
image_564.jpg,0.33,0.33,0.0
image_565.jpg,0.0,0.0,1.0
image_567.jpg,0.0,0.0,1.0
image_571.jpg,0.66,0.33,0.0
image_573.jpg,0.33,0.0,0.66
image_574.jpg,0.33,0.0,0.66
image_575.jpg,0.0,1.0,0.0
image_576.jpg,0.33,0.33,0.0
image_577.jpg,0.66,0.0,0.33
image_579.jpg,0.66,0.0,0.33
image_581.jpg,0.33,0.33,0.0
image_582.jpg,0.66,0.33,0.0
image_585.jpg,0.66,0.0,0.33
image_586.jpg,1.0,0.0,0.0
image_588.jpg,0.33,0.0,0.66
image_590.jpg,0.66,0.0,0.33
image_591.jpg,0.66,0.0,0.33
image_592.jpg,0.0,0.0,1.0
image_595.jpg,0.66,0.0,0.33
image_596.jpg,0.0,0.66,0.0
image_597.jpg,0.0,0.0,1.0
image_601.jpg,0.66,0.0,0.33
image_603.jpg,0.0,0.0,0.66
image_604.jpg,1.0,0.33,0.0
image_605.jpg,0.0,0.0,1.0
image_606.jpg,0.33,0.0,0.66
image_607.jpg,0.0,1.0,0.0
image_609.jpg,0.0,0.0,1.0
image_611.jpg,0.0,0.66,0.0
image_612.jpg,0.66,0.0,0.66
image_613.jpg,1.0,0.33,0.0
image_614.jpg,1.0,0.0,0.0
image_615.jpg,1.0,0.0,0.0
image_616.jpg,0.66,0.0,0.33
image_618.jpg,0.66,0.0,0.33
image_619.jpg,0.0,1.0,0.0
image_620.jpg,0.66,0.0,0.66
image_625.jpg,1.0,0.33,0.0
image_626.jpg,0.66,0.0,0.0
image_627.jpg,0.66,0.0,0.33
image_628.jpg,0.33,0.66,0.0
image_630.jpg,0.0,0.0,0.66
image_632.jpg,0.0,0.0,1.0
image_633.jpg,0.66,0.0,0.33
image_635.jpg,0.0,0.0,0.66
image_636.jpg,1.0,0.0,0.0
image_641.jpg,0.0,0.0,1.0
image_645.jpg,0.33,0.66,0.0
image_646.jpg,0.66,0.33,0.0
image_648.jpg,0.33,0.66,0.0
image_649.jpg,0.33,0.0,0.66
image_650.jpg,0.0,0.0,1.0
image_651.jpg,0.66,0.0,0.33
image_652.jpg,1.0,0.0,0.33
image_658.jpg,0.66,0.0,0.33
image_659.jpg,0.33,0.0,0.33
image_660.jpg,0.33,0.0,0.33
image_661.jpg,0.66,0.33,0.0
image_662.jpg,0.33,0.66,0.0
image_664.jpg,0.0,1.0,0.0
image_667.jpg,0.33,0.0,0.66
image_669.jpg,0.33,0.0,0.66
image_670.jpg,0.33,0.0,0.33
image_671.jpg,1.0,0.0,0.0
image_672.jpg,0.66,0.33,0.0
image_673.jpg,0.66,0.33,0.0
image_677.jpg,0.33,0.0,0.66
image_678.jpg,0.33,0.0,0.66
image_679.jpg,0.33,0.0,0.33
image_681.jpg,1.0,0.0,0.33
image_682.jpg,1.0,0.0,0.0
image_683.jpg,1.0,0.0,0.0
image_686.jpg,0.33,0.0,0.66
image_691.jpg,0.33,0.0,0.66
image_693.jpg,0.33,0.0,0.66
image_697.jpg,0.33,0.0,0.33
image_698.jpg,1.0,0.0,0.0
image_699.jpg,0.0,0.0,1.0
image_700.jpg,0.0,0.0,1.0
image_702.jpg,0.66,0.0,0.66
image_703.jpg,0.66,0.0,0.66
image_704.jpg,1.0,0.0,0.33
image_706.jpg,0.0,0.0,1.0
image_707.jpg,0.0,1.0,0.0
image_708.jpg,0.33,0.0,0.66
image_709.jpg,0.33,0.0,0.33
image_713.jpg,0.33,1.0,0.0
image_715.jpg,0.0,1.0,0.0
image_717.jpg,0.0,1.0,0.0
image_718.jpg,0.33,0.66,0.0
image_719.jpg,0.0,0.0,0.0
image_720.jpg,1.0,0.33,0.0
image_721.jpg,1.0,0.0,0.0
image_722.jpg,0.0,1.0,0.0
image_723.jpg,0.0,0.0,1.0
image_725.jpg,0.33,0.0,0.33
image_726.jpg,0.33,0.0,0.66
image_729.jpg,0.33,1.0,0.0
image_732.jpg,0.33,0.0,0.0
image_733.jpg,0.66,0.0,0.33
image_736.jpg,1.0,0.33,0.0
image_739.jpg,1.0,0.0,0.0
image_744.jpg,0.0,0.0,1.0
image_750.jpg,1.0,0.33,0.0
image_752.jpg,0.33,0.0,0.66
image_755.jpg,0.0,0.0,1.0
image_757.jpg,1.0,0.33,0.0
image_759.jpg,0.0,0.0,1.0
image_764.jpg,1.0,0.0,0.0
image_766.jpg,0.0,1.0,0.0
image_770.jpg,0.33,0.0,0.33
image_772.jpg,0.33,0.0,0.33
image_773.jpg,0.66,0.0,0.33
image_774.jpg,0.66,0.0,0.33
image_775.jpg,0.66,0.0,0.33
image_778.jpg,0.0,0.0,1.0
image_780.jpg,1.0,0.0,0.0
image_781.jpg,0.0,1.0,0.0
image_782.jpg,0.0,0.0,1.0
image_784.jpg,1.0,0.0,0.0
image_786.jpg,0.66,0.0,0.33
image_788.jpg,0.33,0.0,0.33
image_789.jpg,1.0,0.0,0.0
image_790.jpg,0.66,0.33,0.0
image_794.jpg,0.0,0.0,1.0
image_796.jpg,0.0,0.0,1.0
image_797.jpg,0.0,0.0,1.0
image_799.jpg,0.66,0.0,0.33
image_800.jpg,0.0,1.0,0.0
image_801.jpg,0.33,0.0,0.33
image_802.jpg,0.0,0.0,1.0
image_804.jpg,0.0,1.0,0.0
image_805.jpg,1.0,0.0,0.0
image_806.jpg,0.33,0.0,0.66
image_807.jpg,1.0,0.0,0.0
image_810.jpg,0.0,0.0,1.0
image_811.jpg,0.66,0.0,0.33
image_813.jpg,0.0,1.0,0.0
image_814.jpg,0.0,1.0,0.0
image_816.jpg,1.0,0.0,0.0
image_817.jpg,0.66,0.0,0.33
image_818.jpg,0.0,0.0,1.0
image_819.jpg,0.33,0.66,0.0
image_820.jpg,0.33,0.66,0.0
image_821.jpg,0.0,0.0,0.66
image_822.jpg,0.33,0.0,0.33
image_823.jpg,0.66,0.0,0.33
image_825.jpg,0.0,0.0,1.0
image_826.jpg,1.0,0.0,0.0
image_827.jpg,0.66,0.66,0.0
image_828.jpg,0.0,0.0,1.0
image_833.jpg,1.0,0.0,0.0
image_835.jpg,1.0,0.33,0.0
image_836.jpg,0.66,0.0,0.33
image_838.jpg,1.0,0.33,0.0
image_840.jpg,0.33,0.66,0.0
image_842.jpg,0.33,0.0,0.33
image_843.jpg,0.0,0.0,0.66
image_845.jpg,0.33,0.0,0.66
image_846.jpg,0.66,0.33,0.0
image_847.jpg,0.66,0.66,0.0
image_848.jpg,0.0,0.0,0.66
image_849.jpg,0.33,0.0,0.66
image_851.jpg,0.0,0.0,0.66
image_853.jpg,0.0,0.0,1.0
image_854.jpg,1.0,0.33,0.0
image_855.jpg,1.0,0.33,0.0
image_856.jpg,0.0,0.0,0.66
image_857.jpg,0.0,0.0,1.0
image_858.jpg,0.33,0.0,0.66
image_863.jpg,0.66,0.0,0.33
image_864.jpg,1.0,0.0,0.0
image_867.jpg,0.66,0.0,0.33
image_870.jpg,0.33,0.0,0.33
image_872.jpg,0.66,0.0,0.33
image_876.jpg,0.66,0.66,0.0
image_877.jpg,0.66,0.0,0.33
image_879.jpg,0.66,0.0,0.33
image_882.jpg,1.0,0.0,0.0
image_886.jpg,0.33,0.0,0.0
image_887.jpg,0.33,0.0,0.0
image_888.jpg,0.66,0.0,0.0
image_889.jpg,0.66,0.0,0.0
image_890.jpg,0.66,0.0,0.0
image_891.jpg,0.33,0.0,0.0
image_895.jpg,0.66,0.0,0.0
image_896.jpg,0.66,0.0,0.0
image_897.jpg,0.33,0.0,0.0
image_898.jpg,0.66,0.0,0.0
image_900.jpg,0.33,0.0,0.0
image_901.jpg,0.66,0.0,0.0
image_902.jpg,0.66,0.0,0.0
image_903.jpg,0.66,0.0,0.0
image_905.jpg,0.66,0.0,0.0
image_906.jpg,0.66,0.66,0.0
image_907.jpg,0.66,0.0,0.0
image_908.jpg,0.66,0.0,0.0
image_909.jpg,0.66,0.0,0.0
image_911.jpg,1.0,0.33,0.0
image_912.jpg,0.66,0.66,0.0
image_915.jpg,0.66,0.0,0.0
image_916.jpg,0.66,0.0,0.0
image_917.jpg,0.66,0.0,0.0
image_918.jpg,0.66,0.0,0.0
image_919.jpg,0.66,0.0,0.0
image_920.jpg,0.66,0.66,0.0
image_922.jpg,0.66,0.0,0.0
image_923.jpg,0.66,0.0,0.0
image_925.jpg,0.66,0.0,0.0
image_926.jpg,0.66,0.0,0.0
image_927.jpg,0.33,0.0,0.0
image_928.jpg,0.66,0.0,0.0
image_929.jpg,0.66,1.0,0.0
image_930.jpg,0.66,0.66,0.0
image_933.jpg,0.66,0.0,0.0
image_934.jpg,0.66,0.0,0.0
image_935.jpg,0.66,0.0,0.0
image_936.jpg,0.66,0.0,0.0
image_937.jpg,0.66,0.0,0.0
image_939.jpg,1.0,0.0,0.0
image_941.jpg,0.66,1.0,0.0
image_942.jpg,0.66,0.66,0.0
image_944.jpg,1.0,0.0,0.0
image_945.jpg,1.0,0.0,0.0
image_947.jpg,0.66,1.0,0.0
image_950.jpg,0.66,0.0,0.0
image_951.jpg,1.0,0.0,0.0
image_952.jpg,0.66,0.33,0.0
image_957.jpg,0.66,0.33,0.0
image_961.jpg,0.66,0.66,0.0
image_966.jpg,0.66,1.0,0.0
image_968.jpg,0.66,0.33,0.0
image_971.jpg,0.66,0.66,0.0
image_973.jpg,0.66,0.33,0.0
image_976.jpg,0.66,0.66,0.0
image_977.jpg,0.66,0.66,0.0
image_978.jpg,0.66,0.33,0.0
image_979.jpg,0.66,0.0,0.0
image_983.jpg,1.0,0.0,0.0
image_985.jpg,0.66,0.33,0.0
image_986.jpg,0.0,1.0,0.0
image_987.jpg,1.0,0.0,0.0
image_988.jpg,0.66,0.33,0.0
image_991.jpg,1.0,0.0,0.0
image_993.jpg,0.33,0.66,0.0
image_994.jpg,0.66,0.33,0.0
image_1004.jpg,1.0,0.0,0.0
image_1006.jpg,0.0,0.66,0.0
image_1007.jpg,0.33,0.33,0.0
image_1008.jpg,0.33,0.33,0.0
image_1009.jpg,0.33,1.0,0.0
image_1010.jpg,0.0,1.0,0.0
image_1011.jpg,0.33,0.66,0.0
image_1012.jpg,0.33,0.66,0.0
image_1013.jpg,0.33,0.66,0.0
image_1014.jpg,0.33,1.0,0.0
image_1015.jpg,0.0,1.0,0.0
image_1016.jpg,0.66,0.66,0.0
image_1017.jpg,1.0,0.33,0.0
image_1018.jpg,0.0,1.0,0.0
image_1020.jpg,0.33,0.66,0.0
image_1021.jpg,0.0,1.0,0.0
image_1022.jpg,0.66,0.66,0.0
image_1023.jpg,1.0,0.0,0.0
image_1026.jpg,0.66,0.66,0.0
image_1028.jpg,0.33,1.0,0.0
image_1029.jpg,1.0,0.66,0.0
image_1030.jpg,0.33,0.66,0.0
image_1031.jpg,0.0,1.0,0.0
image_1033.jpg,1.0,0.66,0.0
image_1035.jpg,0.66,0.0,0.0
image_1036.jpg,0.33,0.66,0.0
image_1039.jpg,1.0,0.0,0.0
image_1040.jpg,1.0,0.33,0.0
image_1042.jpg,0.66,0.66,0.0
image_1043.jpg,0.0,1.0,0.0
image_1046.jpg,0.33,0.33,0.0
image_1047.jpg,1.0,0.0,0.0
image_1048.jpg,0.66,0.33,0.0
image_1049.jpg,0.66,0.66,0.0
image_1050.jpg,0.33,0.66,0.0
image_1051.jpg,0.66,0.33,0.0
image_1053.jpg,1.0,0.33,0.0
image_1054.jpg,1.0,0.33,0.0
image_1055.jpg,1.0,0.33,0.0
image_1056.jpg,0.66,0.0,0.0
image_1057.jpg,0.66,0.0,0.0
image_1058.jpg,0.66,0.0,0.0
image_1059.jpg,0.66,0.33,0.0
image_1060.jpg,0.66,0.33,0.0
image_1061.jpg,0.66,0.33,0.0
image_1062.jpg,0.66,0.33,0.0
image_1063.jpg,0.66,0.0,0.0
image_1064.jpg,0.66,0.33,0.0
image_1066.jpg,0.66,0.0,0.0
image_1067.jpg,1.0,0.0,0.0
image_1068.jpg,0.66,0.0,0.0
image_1070.jpg,0.66,0.33,0.0
image_1076.jpg,0.66,0.0,0.0
image_1077.jpg,0.0,1.0,0.0
image_1078.jpg,1.0,0.0,0.0
image_1080.jpg,1.0,0.0,0.0
image_1081.jpg,0.66,0.66,0.0
image_1084.jpg,1.0,0.33,0.0
image_1085.jpg,0.0,1.0,0.0
image_1086.jpg,0.66,0.0,0.0
image_1087.jpg,0.66,0.0,0.0
image_1088.jpg,0.66,0.0,0.0
image_1089.jpg,0.66,0.33,0.0
image_1095.jpg,1.0,0.0,0.0
image_1107.jpg,1.0,0.0,0.0
image_1108.jpg,1.0,0.0,0.0
image_1111.jpg,1.0,0.33,0.0
image_1112.jpg,0.66,0.33,0.0
image_1113.jpg,1.0,0.0,0.0
image_1114.jpg,1.0,0.0,0.0
image_1116.jpg,1.0,0.0,0.0
image_1123.jpg,1.0,0.0,0.0
image_1125.jpg,1.0,0.0,0.0
image_1126.jpg,0.66,0.33,0.0
image_1127.jpg,0.66,0.33,0.0
image_1128.jpg,0.66,0.33,0.0
image_1129.jpg,0.33,1.0,0.0
image_1130.jpg,0.0,1.0,0.0
image_1131.jpg,0.33,1.0,0.0
image_1132.jpg,0.0,0.66,0.0
image_1133.jpg,0.66,0.33,0.0
image_1135.jpg,0.66,0.33,0.0
