,image_name,good_0.0,good_0.33,good_0.66,good_1.0,crack_0.0,crack_0.33,crack_0.66,crack_1.0,corrossion_0.0,corrossion_0.33,corrossion_0.66,corrossion_1.0
110,image_149.jpg,0,0,0,1,1,0,0,0,1,0,0,0
111,image_151.jpg,0,0,1,0,1,0,0,0,0,1,0,0
112,image_152.jpg,0,0,1,0,1,0,0,0,0,1,0,0
113,image_153.jpg,1,0,0,0,0,0,0,1,1,0,0,0
114,image_155.jpg,0,0,1,0,1,0,0,0,0,0,1,0
115,image_156.jpg,0,0,1,0,1,0,0,0,0,1,0,0
116,image_157.jpg,1,0,0,0,1,0,0,0,0,0,0,1
117,image_158.jpg,1,0,0,0,1,0,0,0,0,0,1,0
118,image_159.jpg,1,0,0,0,1,0,0,0,0,0,0,1
119,image_160.jpg,1,0,0,0,1,0,0,0,0,0,0,1
120,image_162.jpg,0,0,0,1,1,0,0,0,1,0,0,0
121,image_163.jpg,0,1,0,0,1,0,0,0,0,0,1,0
122,image_164.jpg,0,0,0,1,1,0,0,0,1,0,0,0
123,image_167.jpg,0,1,0,0,0,0,0,1,1,0,0,0
124,image_168.jpg,0,1,0,0,0,0,1,0,1,0,0,0
125,image_169.jpg,1,0,0,0,1,0,0,0,0,0,0,1
126,image_170.jpg,0,0,1,0,1,0,0,0,0,1,0,0
127,image_173.jpg,0,0,0,1,1,0,0,0,1,0,0,0
128,image_175.jpg,0,0,1,0,1,0,0,0,0,0,1,0
129,image_177.jpg,0,0,1,0,1,0,0,0,0,1,0,0
130,image_178.jpg,1,0,0,0,1,0,0,0,0,0,0,1
131,image_179.jpg,0,0,0,1,1,0,0,0,1,0,0,0
132,image_181.jpg,0,0,1,0,0,1,0,0,1,0,0,0
133,image_182.jpg,0,0,0,1,1,0,0,0,1,0,0,0
134,image_183.jpg,0,0,0,1,1,0,0,0,1,0,0,0
135,image_184.jpg,1,0,0,0,0,0,0,1,1,0,0,0
136,image_185.jpg,0,0,0,1,1,0,0,0,1,0,0,0
137,image_186.jpg,0,0,1,0,1,0,0,0,0,1,0,0
138,image_187.jpg,0,1,0,0,0,0,1,0,1,0,0,0
139,image_188.jpg,0,0,1,0,0,1,0,0,1,0,0,0
140,image_190.jpg,0,0,1,0,1,0,0,0,0,0,1,0
141,image_192.jpg,0,0,1,0,1,0,0,0,0,1,0,0
142,image_194.jpg,0,0,1,0,0,1,0,0,1,0,0,0
143,image_195.jpg,1,0,0,0,1,0,0,0,0,0,0,1
144,image_196.jpg,0,0,1,0,1,0,0,0,0,1,0,0
145,image_197.jpg,0,0,1,0,1,0,0,0,0,1,0,0
146,image_199.jpg,1,0,0,0,1,0,0,0,0,0,0,1
147,image_201.jpg,0,1,0,0,1,0,0,0,0,0,1,0
148,image_203.jpg,0,1,0,0,0,0,1,0,1,0,0,0
149,image_204.jpg,0,0,1,0,1,0,0,0,0,1,0,0
150,image_206.jpg,0,0,0,1,1,0,0,0,1,0,0,0
151,image_207.jpg,0,0,1,0,1,0,0,0,0,1,0,0
152,image_208.jpg,0,0,1,0,1,0,0,0,0,1,0,0
153,image_211.jpg,0,1,0,0,0,1,0,0,0,0,1,0
154,image_212.jpg,1,0,0,0,1,0,0,0,0,0,0,1
155,image_214.jpg,0,0,1,0,1,0,0,0,0,0,1,0
156,image_216.jpg,0,0,0,1,1,0,0,0,1,0,0,0
157,image_217.jpg,1,0,0,0,1,0,0,0,0,0,1,0
158,image_218.jpg,0,0,1,0,0,1,0,0,1,0,0,0
159,image_219.jpg,0,1,0,0,1,0,0,0,0,0,1,0
160,image_220.jpg,0,0,0,1,1,0,0,0,1,0,0,0
161,image_221.jpg,0,0,0,1,1,0,0,0,1,0,0,0
162,image_222.jpg,0,0,0,1,1,0,0,0,1,0,0,0
163,image_223.jpg,0,0,0,1,1,0,0,0,1,0,0,0
164,image_224.jpg,0,1,0,0,1,0,0,0,0,0,1,0
165,image_225.jpg,0,0,1,0,0,1,0,0,1,0,0,0
166,image_226.jpg,0,0,1,0,1,0,0,0,0,1,0,0
167,image_228.jpg,1,0,0,0,1,0,0,0,0,0,0,1
168,image_232.jpg,1,0,0,0,1,0,0,0,0,0,0,1
169,image_233.jpg,1,0,0,0,1,0,0,0,0,0,0,1
170,image_234.jpg,1,0,0,0,1,0,0,0,0,0,0,1
171,image_236.jpg,0,1,0,0,1,0,0,0,0,0,1,0
172,image_238.jpg,0,0,1,0,1,0,0,0,0,0,1,0
173,image_240.jpg,0,1,0,0,1,0,0,0,0,0,1,0
174,image_241.jpg,0,0,0,1,1,0,0,0,1,0,0,0
175,image_242.jpg,0,1,0,0,1,0,0,0,0,0,1,0
176,image_243.jpg,0,0,0,1,1,0,0,0,1,0,0,0
177,image_244.jpg,0,0,0,1,1,0,0,0,1,0,0,0
178,image_245.jpg,1,0,0,0,1,0,0,0,0,0,0,1
179,image_246.jpg,0,0,0,1,1,0,0,0,1,0,0,0
180,image_247.jpg,0,0,0,1,1,0,0,0,1,0,0,0
181,image_248.jpg,0,1,0,0,0,0,0,1,1,0,0,0
182,image_249.jpg,0,0,1,0,1,0,0,0,0,0,1,0
183,image_250.jpg,0,0,0,1,1,0,0,0,1,0,0,0
184,image_251.jpg,1,0,0,0,1,0,0,0,0,0,0,1
185,image_252.jpg,0,0,0,1,1,0,0,0,1,0,0,0
186,image_253.jpg,0,0,1,0,1,0,0,0,0,1,0,0
187,image_254.jpg,0,0,0,1,1,0,0,0,1,0,0,0
188,image_255.jpg,0,0,1,0,0,1,0,0,1,0,0,0
189,image_256.jpg,0,0,0,1,1,0,0,0,1,0,0,0
190,image_257.jpg,0,0,0,1,1,0,0,0,1,0,0,0
191,image_258.jpg,0,1,0,0,0,0,1,0,1,0,0,0
192,image_259.jpg,0,0,0,1,1,0,0,0,1,0,0,0
193,image_260.jpg,0,0,0,1,1,0,0,0,1,0,0,0
194,image_261.jpg,1,0,0,0,1,0,0,0,0,0,0,1
195,image_262.jpg,0,0,1,0,0,1,0,0,1,0,0,0
196,image_263.jpg,0,0,1,0,1,0,0,0,0,1,0,0
197,image_264.jpg,0,0,1,0,1,0,0,0,0,1,0,0
198,image_266.jpg,1,0,0,0,1,0,0,0,0,0,0,1
199,image_268.jpg,0,0,1,0,1,0,0,0,0,1,0,0
200,image_269.jpg,0,0,1,0,1,0,0,0,0,0,1,0
201,image_272.jpg,1,0,0,0,1,0,0,0,0,0,0,1
202,image_273.jpg,0,0,1,0,0,1,0,0,1,0,0,0
203,image_274.jpg,1,0,0,0,0,0,0,1,1,0,0,0
204,image_275.jpg,0,0,0,1,1,0,0,0,1,0,0,0
205,image_276.jpg,0,0,0,1,1,0,0,0,1,0,0,0
206,image_277.jpg,0,0,0,1,0,1,0,0,0,1,0,0
207,image_278.jpg,0,0,0,1,1,0,0,0,1,0,0,0
208,image_279.jpg,0,0,0,1,1,0,0,0,1,0,0,0
209,image_283.jpg,0,0,1,0,0,1,0,0,1,0,0,0
210,image_286.jpg,0,0,1,0,1,0,0,0,0,1,0,0
211,image_288.jpg,1,0,0,0,1,0,0,0,0,0,0,1
212,image_290.jpg,0,1,0,0,1,0,0,0,0,0,1,0
213,image_291.jpg,0,0,1,0,1,0,0,0,0,0,1,0
214,image_294.jpg,0,0,1,0,1,0,0,0,0,0,1,0
215,image_296.jpg,0,0,0,1,1,0,0,0,0,1,0,0
216,image_297.jpg,0,0,0,1,1,0,0,0,1,0,0,0
217,image_298.jpg,1,0,0,0,1,0,0,0,0,0,0,1
218,image_300.jpg,1,0,0,0,0,0,0,1,1,0,0,0
219,image_301.jpg,0,1,0,0,1,0,0,0,0,0,0,1
220,image_305.jpg,1,0,0,0,1,0,0,0,0,0,0,1
221,image_306.jpg,1,0,0,0,1,0,0,0,0,0,0,1
222,image_307.jpg,0,1,0,0,1,0,0,0,0,0,1,0
223,image_308.jpg,0,0,1,0,1,0,0,0,0,0,1,0
224,image_309.jpg,1,0,0,0,0,0,0,1,1,0,0,0
225,image_310.jpg,0,1,0,0,0,1,0,0,0,0,1,0
226,image_316.jpg,1,0,0,0,1,0,0,0,0,0,0,1
227,image_317.jpg,0,1,0,0,1,0,0,0,0,1,0,0
228,image_321.jpg,1,0,0,0,0,0,0,1,1,0,0,0
229,image_326.jpg,1,0,0,0,0,0,0,1,1,0,0,0
230,image_328.jpg,0,0,1,0,1,0,0,0,0,1,0,0
231,image_331.jpg,0,1,0,0,0,0,0,1,1,0,0,0
232,image_332.jpg,1,0,0,0,1,0,0,0,0,0,0,1
233,image_333.jpg,0,0,1,0,1,0,0,0,0,1,0,0
234,image_334.jpg,0,0,1,0,1,0,0,0,0,1,0,0
235,image_335.jpg,0,0,0,1,1,0,0,0,1,0,0,0
236,image_336.jpg,0,0,0,1,1,0,0,0,1,0,0,0
237,image_337.jpg,0,1,0,0,0,0,0,1,1,0,0,0
238,image_338.jpg,0,1,0,0,0,0,0,1,1,0,0,0
239,image_339.jpg,0,0,1,0,0,1,0,0,1,0,0,0
240,image_340.jpg,0,0,0,1,1,0,0,0,1,0,0,0
241,image_341.jpg,0,0,0,1,1,0,0,0,1,0,0,0
242,image_342.jpg,0,0,0,1,1,0,0,0,1,0,0,0
243,image_343.jpg,0,0,1,0,1,0,0,0,0,1,0,0
244,image_344.jpg,1,0,0,0,1,0,0,0,0,0,0,1
245,image_345.jpg,0,0,0,1,1,0,0,0,1,0,0,0
246,image_346.jpg,0,0,0,1,1,0,0,0,1,0,0,0
247,image_347.jpg,0,0,0,1,1,0,0,0,1,0,0,0
248,image_348.jpg,0,0,0,1,1,0,0,0,1,0,0,0
249,image_349.jpg,1,0,0,0,1,0,0,0,0,0,1,0
250,image_350.jpg,0,0,0,1,1,0,0,0,1,0,0,0
251,image_351.jpg,0,0,0,1,1,0,0,0,1,0,0,0
252,image_352.jpg,0,0,0,1,1,0,0,0,1,0,0,0
253,image_353.jpg,1,0,0,0,1,0,0,0,0,0,0,1
254,image_354.jpg,0,0,0,1,1,0,0,0,0,1,0,0
255,image_355.jpg,1,0,0,0,1,0,0,0,0,0,0,1
256,image_356.jpg,1,0,0,0,0,0,0,1,1,0,0,0
257,image_357.jpg,0,0,1,0,0,0,1,0,1,0,0,0
258,image_358.jpg,0,0,1,0,1,0,0,0,0,1,0,0
259,image_359.jpg,0,0,1,0,1,0,0,0,1,0,0,0
260,image_360.jpg,1,0,0,0,0,0,0,1,1,0,0,0
261,image_361.jpg,0,0,1,0,1,0,0,0,0,1,0,0
262,image_362.jpg,1,0,0,0,1,0,0,0,0,0,1,0
263,image_363.jpg,0,0,0,1,1,0,0,0,1,0,0,0
264,image_364.jpg,0,0,1,0,1,0,0,0,0,1,0,0
265,image_365.jpg,0,0,0,1,0,1,0,0,1,0,0,0
266,image_370.jpg,0,0,1,0,0,1,0,0,1,0,0,0
267,image_371.jpg,0,1,0,0,0,0,0,1,1,0,0,0
268,image_380.jpg,0,0,1,0,1,0,0,0,0,1,0,0
269,image_385.jpg,1,0,0,0,1,0,0,0,0,0,0,1
270,image_391.jpg,0,0,0,1,0,1,0,0,1,0,0,0
271,image_392.jpg,1,0,0,0,0,0,0,1,1,0,0,0
272,image_401.jpg,1,0,0,0,0,0,0,1,1,0,0,0
273,image_403.jpg,0,0,0,1,1,0,0,0,1,0,0,0
274,image_404.jpg,1,0,0,0,0,0,0,1,1,0,0,0
275,image_405.jpg,0,0,1,0,1,0,0,0,0,1,0,0
276,image_406.jpg,0,0,0,1,1,0,0,0,1,0,0,0
277,image_407.jpg,0,0,1,0,1,0,0,0,0,1,0,0
278,image_408.jpg,0,0,1,0,1,0,0,0,0,1,0,0
279,image_409.jpg,1,0,0,0,0,0,0,1,1,0,0,0
280,image_410.jpg,0,0,1,0,0,1,0,0,1,0,0,0
281,image_411.jpg,0,0,0,1,1,0,0,0,1,0,0,0
282,image_412.jpg,1,0,0,0,1,0,0,0,0,0,1,0
283,image_413.jpg,0,0,0,1,1,0,0,0,1,0,0,0
284,image_414.jpg,0,0,0,1,1,0,0,0,1,0,0,0
285,image_415.jpg,0,0,0,1,1,0,0,0,1,0,0,0
286,image_416.jpg,0,0,1,0,1,0,0,0,0,1,0,0
287,image_417.jpg,0,0,0,1,1,0,0,0,1,0,0,0
288,image_418.jpg,1,0,0,0,1,0,0,0,0,0,0,1
289,image_419.jpg,0,0,1,0,1,0,0,0,0,1,0,0
290,image_420.jpg,0,1,0,0,1,0,0,0,0,1,0,0
291,image_421.jpg,0,0,0,1,1,0,0,0,1,0,0,0
292,image_422.jpg,0,0,1,0,1,0,0,0,0,1,0,0
293,image_423.jpg,0,0,0,1,1,0,0,0,1,0,0,0
294,image_424.jpg,0,0,0,1,1,0,0,0,1,0,0,0
295,image_425.jpg,0,1,0,0,1,0,0,0,0,0,1,0
296,image_426.jpg,0,1,0,0,0,0,1,0,1,0,0,0
297,image_427.jpg,0,0,0,1,1,0,0,0,1,0,0,0
298,image_428.jpg,1,0,0,0,1,0,0,0,0,1,0,0
299,image_429.jpg,1,0,0,0,0,1,0,0,1,0,0,0
300,image_430.jpg,0,0,0,1,1,0,0,0,1,0,0,0
301,image_431.jpg,0,0,0,1,1,0,0,0,1,0,0,0
302,image_432.jpg,0,0,0,1,1,0,0,0,1,0,0,0
303,image_433.jpg,0,1,0,0,1,0,0,0,0,0,1,0
304,image_435.jpg,1,0,0,0,1,0,0,0,0,0,0,1
305,image_441.jpg,0,1,0,0,0,0,1,0,1,0,0,0
306,image_442.jpg,0,0,1,0,1,0,0,0,0,1,0,0
307,image_443.jpg,1,0,0,0,1,0,0,0,0,0,0,1
308,image_446.jpg,1,0,0,0,1,0,0,0,0,0,0,1
309,image_447.jpg,0,1,0,0,1,0,0,0,0,1,0,0
310,image_448.jpg,1,0,0,0,0,0,0,1,1,0,0,0
311,image_453.jpg,1,0,0,0,1,0,0,0,0,0,0,1
312,image_454.jpg,1,0,0,0,1,0,0,0,0,0,0,1
313,image_463.jpg,0,0,1,0,1,0,0,0,0,1,0,0
314,image_470.jpg,0,0,1,0,0,1,0,0,1,0,0,0
315,image_472.jpg,0,0,1,0,1,0,0,0,0,1,0,0
316,image_473.jpg,0,0,1,0,1,0,0,0,0,1,0,0
317,image_474.jpg,1,0,0,0,0,0,0,1,1,0,0,0
318,image_475.jpg,0,0,1,0,1,0,0,0,0,1,0,0
319,image_478.jpg,1,0,0,0,1,0,0,0,0,0,0,1
320,image_479.jpg,0,1,0,0,0,0,1,0,1,0,0,0
321,image_482.jpg,0,0,1,0,1,0,0,0,0,1,0,0
322,image_485.jpg,0,0,1,0,1,0,0,0,0,1,0,0
323,image_489.jpg,0,0,1,0,1,0,0,0,0,1,0,0
324,image_494.jpg,0,0,1,0,1,0,0,0,0,1,0,0
325,image_496.jpg,0,1,0,0,1,0,0,0,0,0,1,0
326,image_497.jpg,0,0,1,0,0,1,0,0,1,0,0,0
327,image_501.jpg,0,0,0,1,0,1,0,0,1,0,0,0
328,image_503.jpg,0,0,1,0,1,0,0,0,0,1,0,0
329,image_505.jpg,1,0,0,0,1,0,0,0,0,0,0,1
330,image_506.jpg,1,0,0,0,0,0,0,1,1,0,0,0
331,image_507.jpg,1,0,0,0,1,0,0,0,0,0,0,1
332,image_509.jpg,0,0,0,1,0,1,0,0,1,0,0,0
333,image_510.jpg,1,0,0,0,0,0,0,1,1,0,0,0
334,image_512.jpg,1,0,0,0,1,0,0,0,0,0,0,1
335,image_514.jpg,1,0,0,0,1,0,0,0,0,0,1,0
336,image_515.jpg,0,1,0,0,0,1,0,0,1,0,0,0
337,image_516.jpg,1,0,0,0,1,0,0,0,0,0,0,1
338,image_519.jpg,0,1,0,0,1,0,0,0,0,1,0,0
339,image_520.jpg,1,0,0,0,0,0,0,1,1,0,0,0
340,image_522.jpg,0,1,0,0,1,0,0,0,0,0,1,0
341,image_525.jpg,0,1,0,0,1,0,0,0,0,0,1,0
342,image_528.jpg,0,1,0,0,1,0,0,0,0,0,1,0
343,image_530.jpg,0,0,1,0,1,0,0,0,0,0,1,0
344,image_531.jpg,0,0,1,0,1,0,0,0,0,1,0,0
345,image_538.jpg,0,0,1,0,1,0,0,0,0,1,0,0
346,image_539.jpg,0,1,0,0,1,0,0,0,0,1,0,0
347,image_541.jpg,0,0,1,0,1,0,0,0,0,1,0,0
348,image_542.jpg,1,0,0,0,1,0,0,0,0,0,0,1
349,image_547.jpg,0,1,0,0,0,0,1,0,1,0,0,0
350,image_549.jpg,1,0,0,0,0,0,0,1,1,0,0,0
351,image_552.jpg,0,0,0,1,1,0,0,0,0,1,0,0
352,image_553.jpg,0,0,1,0,1,0,0,0,0,0,1,0
353,image_554.jpg,0,1,0,0,0,0,0,1,1,0,0,0
354,image_557.jpg,1,0,0,0,1,0,0,0,0,0,1,0
355,image_558.jpg,0,1,0,0,1,0,0,0,0,0,1,0
356,image_559.jpg,0,1,0,0,1,0,0,0,0,0,1,0
357,image_561.jpg,0,0,1,0,1,0,0,0,0,1,0,0
358,image_562.jpg,0,0,1,0,0,1,0,0,1,0,0,0
359,image_565.jpg,1,0,0,0,1,0,0,0,0,0,0,1
360,image_567.jpg,1,0,0,0,1,0,0,0,0,0,0,1
361,image_571.jpg,0,0,1,0,0,1,0,0,1,0,0,0
362,image_573.jpg,0,1,0,0,1,0,0,0,0,0,1,0
363,image_574.jpg,0,1,0,0,1,0,0,0,0,0,1,0
364,image_575.jpg,1,0,0,0,0,0,0,1,1,0,0,0
365,image_577.jpg,0,0,1,0,1,0,0,0,0,1,0,0
366,image_579.jpg,0,0,1,0,1,0,0,0,0,1,0,0
367,image_581.jpg,0,1,0,0,0,1,0,0,1,0,0,0
368,image_585.jpg,0,0,1,0,1,0,0,0,0,1,0,0
369,image_588.jpg,0,1,0,0,1,0,0,0,0,0,1,0
370,image_590.jpg,0,0,1,0,1,0,0,0,0,1,0,0
371,image_591.jpg,0,0,1,0,1,0,0,0,0,1,0,0
372,image_592.jpg,1,0,0,0,1,0,0,0,0,0,0,1
373,image_595.jpg,0,0,1,0,1,0,0,0,0,1,0,0
374,image_597.jpg,1,0,0,0,1,0,0,0,0,0,0,1
375,image_601.jpg,0,0,1,0,1,0,0,0,0,1,0,0
376,image_603.jpg,1,0,0,0,1,0,0,0,0,0,1,0
377,image_604.jpg,0,0,0,1,0,1,0,0,1,0,0,0
378,image_605.jpg,1,0,0,0,1,0,0,0,0,0,0,1
379,image_606.jpg,0,1,0,0,1,0,0,0,0,0,1,0
380,image_609.jpg,1,0,0,0,1,0,0,0,0,0,0,1
381,image_611.jpg,1,0,0,0,0,0,1,0,1,0,0,0
382,image_612.jpg,0,0,1,0,1,0,0,0,0,0,1,0
383,image_616.jpg,0,0,1,0,1,0,0,0,0,1,0,0
384,image_618.jpg,0,0,1,0,1,0,0,0,0,1,0,0
385,image_619.jpg,1,0,0,0,0,0,0,1,1,0,0,0
386,image_620.jpg,0,0,1,0,1,0,0,0,0,0,1,0
387,image_625.jpg,0,0,0,1,0,1,0,0,1,0,0,0
388,image_627.jpg,0,0,1,0,1,0,0,0,0,1,0,0
389,image_630.jpg,1,0,0,0,1,0,0,0,0,0,1,0
390,image_632.jpg,1,0,0,0,1,0,0,0,0,0,0,1
391,image_633.jpg,0,0,1,0,1,0,0,0,0,1,0,0
392,image_635.jpg,1,0,0,0,1,0,0,0,0,0,1,0
393,image_641.jpg,1,0,0,0,1,0,0,0,0,0,0,1
394,image_645.jpg,0,1,0,0,0,0,1,0,1,0,0,0
395,image_649.jpg,0,1,0,0,1,0,0,0,0,0,1,0
396,image_650.jpg,1,0,0,0,1,0,0,0,0,0,0,1
397,image_651.jpg,0,0,1,0,1,0,0,0,0,1,0,0
398,image_652.jpg,0,0,0,1,1,0,0,0,0,1,0,0
399,image_658.jpg,0,0,1,0,1,0,0,0,0,1,0,0
400,image_659.jpg,0,1,0,0,1,0,0,0,0,1,0,0
401,image_660.jpg,0,1,0,0,1,0,0,0,0,1,0,0
402,image_661.jpg,0,0,1,0,0,1,0,0,1,0,0,0
403,image_662.jpg,0,1,0,0,0,0,1,0,1,0,0,0
404,image_667.jpg,0,1,0,0,1,0,0,0,0,0,1,0
405,image_669.jpg,0,1,0,0,1,0,0,0,0,0,1,0
